"id"	"school"	"date"	"profile"	"trials_completed"	"trials_attempted"	"pc"	"rt_corr"	"rt_incorr"	"pc_1"	"pc_2"	"rt_1"	"rt_2"	"propLeft"	"bias"	"N_easy"	"N_mod"	"N_diff"	"pc_easy"	"pc_mod"	"pc_diff"	"rt_easy"	"rt_mod"	"rt_diff"	"N_noun"	"N_adj"	"N_verb"	"pc_noun"	"pc_adj"	"pc_verb"	"rt_noun"	"rt_adj"	"rt_verb"	"dob"	"age"	"SES"
"677"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo1_preg"	41	39	0.948717948717949	2173	NA	0.95	0.947368421052632	2228	2183	0.564102564102564	0	13	14	12	1	0.928571428571429	0.916666666666667	2095	2328	2183	21	8	10	1	1	0.8	1803	3482.5	2386.5	2012-10-22	3.55099247091034	"Mid"
"678"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo1_preg"	41	40	0.775	3119	3994	0.75	0.8	3633.5	3520.5	0.55	0	14	13	13	0.714285714285714	0.692307692307692	0.923076923076923	2708.5	2950	3857	22	8	10	0.863636363636364	0.5	0.8	3090	3795	3124.5	2013-03-07	3.17864476386037	"Mid"
"679"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo1_preg"	41	32	1	3589	NA	1	1	3589	3569	0.53125	0	13	10	9	1	1	1	3463	3462.5	3904	20	5	7	1	1	1	3363	4340	5080	2012-12-31	3.35934291581109	"Mid"
"680"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo1_preg"	41	35	0.971428571428571	2779.5	NA	1	0.941176470588235	3138	2321	0.514285714285714	0	13	11	11	1	0.909090909090909	1	2774	3210	2372	21	7	7	1	0.857142857142857	1	2347	3539	3425	2012-10-26	3.54004106776181	"Mid"
"681"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo1_preg"	8	7	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	0	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2012-12-29	3.36481861738535	"Mid"
"682"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo1_preg"	41	41	0.951219512195122	2081	NA	1	0.9	2081	2131	0.560975609756098	0	14	14	13	1	0.928571428571429	0.923076923076923	1990	1925	2226.5	22	8	11	1	1	0.818181818181818	1921	2159	2498	2012-10-20	3.5564681724846	"Mid"
"683"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo1_preg"	41	41	0.731707317073171	2394.5	2626	0.714285714285714	0.75	2433	2695	0.536585365853659	0	14	14	13	0.928571428571429	0.571428571428571	0.692307692307692	3428	2063	3101	22	8	11	0.772727272727273	0.625	0.727272727272727	2066	3428	3657	2013-06-15	2.90485968514716	"Mid"
"684"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo1_preg"	41	41	0.926829268292683	2455	NA	0.952380952380952	0.9	2514	2487.5	0.536585365853659	0	14	14	13	1	0.928571428571429	0.846153846153846	2453	2495	2368	22	8	11	0.954545454545455	0.875	0.909090909090909	2348	2517	3377	2012-10-22	3.55099247091034	"Mid"
"685"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo1_preg"	41	37	0.918918918918919	2309	NA	0.894736842105263	0.944444444444444	2288	2413	0.540540540540541	0	14	11	12	0.928571428571429	0.909090909090909	0.916666666666667	2330	2337	2288	21	8	8	0.952380952380952	0.75	1	2233	3306.5	2187.5	2013-03-14	3.15947980835044	"Mid"
"686"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo1_preg"	41	40	1	2355	NA	1	1	2417.5	2195.5	0.525	0	14	13	13	1	1	1	2096	2403	2532	22	8	10	1	1	1	2108	2872.5	2665	2012-10-12	3.57837097878166	"Mid"
"687"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo1_preg"	41	34	0.941176470588235	3479	NA	1	0.882352941176471	3573	3534	0.5	0	13	10	11	1	0.9	0.909090909090909	3403	3658	3479	20	7	7	1	0.857142857142857	0.857142857142857	3310	4254	3790	2012-11-13	3.49075975359343	"Mid"
"688"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo1_preg"	41	41	0.902439024390244	2401	3366.5	0.904761904761905	0.9	2376	2562.5	0.609756097560976	1	14	14	13	0.928571428571429	0.857142857142857	0.923076923076923	2486	2246.5	2388.5	22	8	11	0.954545454545455	1	0.727272727272727	2177	2465.5	3102	2012-09-30	3.61122518822724	"Mid"
"689"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo1_preg"	41	41	0.804878048780488	1742	1708.5	0.857142857142857	0.75	1780	1733	0.51219512195122	0	14	14	13	0.928571428571429	0.785714285714286	0.692307692307692	1583	1695	1846	22	8	11	0.818181818181818	0.75	0.818181818181818	1746.5	1773	1695	2013-04-01	3.11019849418207	"Mid"
"690"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo2_imp"	41	41	0.926829268292683	1813.5	NA	0.952380952380952	0.9	1821	1813.5	0.463414634146341	0	14	14	13	0.928571428571429	1	0.846153846153846	1771	1903	1821	22	8	11	0.954545454545455	0.875	0.909090909090909	1647	2062	2041.5	2013-03-07	3.17864476386037	"Mid"
"691"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo2_imp"	41	40	0.9	3386	3740	0.9	0.9	3334.5	3513.5	0.475	0	14	14	12	0.857142857142857	0.928571428571429	0.916666666666667	3710	3346	3297	21	8	11	0.952380952380952	0.875	0.818181818181818	3234.5	3346	4283	2013-03-16	3.15400410677618	"Mid"
"692"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo2_imp"	12	12	0.916666666666667	1919	NA	0.833333333333333	1	1975.5	2204	0.583333333333333	0	3	4	5	NA	1	0.8	NA	1742	2527	5	3	4	1	NA	0.75	1755	NA	2032	2012-12-20	3.38945927446954	"Mid"
"700"	"cayetano"	"2016-05-02"	"Espanol_Grupo2_preg"	2	1	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	0	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	"Low"
"701"	"cayetano"	"2016-05-02"	"Espanol_Grupo2_preg"	41	39	0.538461538461538	2436	3371.5	0.45	0.631578947368421	2668	2807	0.384615384615385	1	12	14	13	0.666666666666667	0.5	0.461538461538462	2388.5	2310	2670	22	8	9	0.590909090909091	0.75	0.222222222222222	2533	2395.5	1818	NA	NA	"Low"
"702"	"cayetano"	"2016-05-02"	"Espanol_Grupo2_preg"	41	41	0.804878048780488	2447	3271	0.80952380952381	0.8	2633	2399	0.48780487804878	0	14	14	13	0.857142857142857	0.857142857142857	0.692307692307692	2311	2671.5	2620	22	8	11	0.909090909090909	0.625	0.727272727272727	2241.5	2891	2794	NA	NA	"Low"
"703"	"cayetano"	"2016-05-02"	"Espanol_Grupo2_preg"	41	36	0.861111111111111	2943	3911	0.833333333333333	0.888888888888889	3012.5	3159	0.555555555555556	0	14	13	9	0.928571428571429	0.846153846153846	0.777777777777778	2943	2861	3290	20	7	9	0.95	0.428571428571429	1	2547	3060	3258	NA	NA	"Low"
"751"	"cayetano"	"2016-04-27"	"Espanol_Grupo1_preg"	41	40	0.75	2365.5	2795	0.7	0.8	2499.5	2470.5	0.5	0	14	14	12	0.571428571428571	0.785714285714286	0.916666666666667	2082	2376	2369	22	8	10	0.863636363636364	0.75	0.5	2029	2787.5	3124	NA	NA	"Low"
"751b"	"cayetano"	"2016-04-27"	"Espanol_Grupo1_preg"	41	41	0.853658536585366	2077	1933.5	0.904761904761905	0.8	2081	1951.5	0.463414634146341	0	14	14	13	0.928571428571429	0.785714285714286	0.846153846153846	1940	2131	2113	22	8	11	0.954545454545455	0.875	0.636363636363636	1949	2288	2209	2012-08-08	3.71800136892539	"Low"
"752"	"cayetano"	"2016-04-27"	"Espanol_Grupo1_preg"	41	38	0.552631578947368	2553	2348	0.578947368421053	0.526315789473684	2396	2460	0.473684210526316	0	14	13	11	0.714285714285714	0.230769230769231	0.727272727272727	2200.5	NA	2658.5	20	8	10	0.75	0.5	0.2	2396	4105.5	2328.5	2013-02-23	3.17316906228611	"Low"
"753"	"cayetano"	"2016-04-27"	"Espanol_Grupo1_preg"	41	37	0.675675675675676	3883	4156.5	0.736842105263158	0.611111111111111	3948	3869	0.405405405405405	0	13	13	11	0.769230769230769	0.846153846153846	0.363636363636364	3921.5	3899	3220.5	21	7	9	0.761904761904762	0.428571428571429	0.666666666666667	3806	3948	4353	2013-05-23	2.92950034223135	"Low"
"754"	"cayetano"	"2016-04-27"	"Espanol_Grupo1_preg"	41	36	0.75	3935	5049	0.833333333333333	0.666666666666667	3995.5	4663.5	0.555555555555556	0	12	11	13	0.75	0.727272727272727	0.769230769230769	3978	3391	4038.5	21	7	8	0.857142857142857	0.428571428571429	0.75	3672	3731	4085.5	2013-03-26	3.08829568788501	"Low"
"755"	"cayetano"	"2016-04-27"	"Espanol_Grupo1_preg"	19	19	0.894736842105263	2338	NA	1	0.777777777777778	2273	2369	0.368421052631579	1	6	6	7	1	0.833333333333333	0.857142857142857	2328	1488	2869.5	9	4	6	1	0.5	1	1551	2343.5	2633	2012-07-19	3.77275838466804	"Low"
"756"	"cayetano"	"2016-04-27"	"Espanol_Grupo1_preg"	41	40	0.55	2154.5	2147	0.7	0.4	2312.5	2000.5	0.375	1	13	14	13	0.692307692307692	0.428571428571429	0.538461538461538	2453	2058	1997	22	8	10	0.727272727272727	0.25	0.4	2161	1739	2330.5	2013-06-25	2.83915126625599	"Low"
"800"	"cayetano"	"2016-04-28"	"Espanol_Grupo2_preg"	41	41	0.682926829268293	3197.5	2575	0.619047619047619	0.75	3147	2972	0.51219512195122	0	14	14	13	0.785714285714286	0.642857142857143	0.615384615384615	3203	2793	3307	22	8	11	0.772727272727273	0.875	0.363636363636364	3147	3212	3408.5	2012-09-19	3.60574948665298	"Low"
"801"	"cayetano"	"2016-04-28"	"Espanol_Grupo2_preg"	41	38	0.842105263157895	1903	2212.5	0.789473684210526	0.894736842105263	1998	1880	0.447368421052632	0	14	14	10	0.928571428571429	0.785714285714286	0.8	1890	1833	2258	22	7	9	0.909090909090909	0.571428571428571	0.888888888888889	1849.5	2144	1951	2012-07-20	3.77275838466804	"Low"
"803"	"cayetano"	"2016-04-28"	"Espanol_Grupo2_preg"	41	40	0.775	2785	3493	0.8	0.75	2797	3182	0.5	0	14	14	12	0.857142857142857	0.785714285714286	0.666666666666667	2446.5	1997	3418.5	21	8	11	0.80952380952381	0.75	0.727272727272727	1974	3456.5	2911	2013-05-30	2.91307323750856	"Low"
"804"	"cayetano"	"2016-04-28"	"Espanol_Grupo2_preg"	41	36	0.916666666666667	2531	NA	0.888888888888889	0.944444444444444	3261	2194	0.444444444444444	0	14	13	9	0.928571428571429	0.923076923076923	0.888888888888889	2332	2684.5	3085.5	20	8	8	0.95	0.75	1	2129	3632	3390	2013-01-10	3.29637234770705	"Low"
"806"	"cayetano"	"2016-04-28"	"Espanol_Grupo2_preg"	41	37	0.486486486486487	1888	1654	0.526315789473684	0.444444444444444	1906	1446	0.837837837837838	1	13	13	11	0.461538461538462	0.461538461538462	0.545454545454545	1657.5	1014	2172.5	20	7	10	0.45	0.285714285714286	0.7	1938	2876.5	1118	2013-04-28	3.00068446269678	"Low"
"807"	"cayetano"	"2016-04-28"	"Espanol_Grupo2_preg"	41	40	0.75	2789.5	3653.5	0.75	0.75	3026.5	2764	0.525	0	14	14	12	0.642857142857143	0.857142857142857	0.75	2514	3026.5	2717	22	8	10	0.863636363636364	0.625	0.6	2514	3834	4415.5	2013-04-24	3.01163586584531	"Low"
"850"	"cayetano"	"2016-04-28"	"Espanol_Grupo2_imp"	41	38	0.947368421052632	2181	NA	0.947368421052632	0.947368421052632	2182	2149	0.526315789473684	0	13	14	11	1	0.857142857142857	1	2026	2311.5	2769	21	7	10	1	0.714285714285714	1	1963	2714	2298	2012-07-08	3.80561259411362	"Low"
"851"	"cayetano"	"2016-04-28"	"Espanol_Grupo2_imp"	41	39	0.794871794871795	2850	2648.5	0.85	0.736842105263158	2858.5	2850	0.461538461538462	0	13	14	12	0.923076923076923	0.714285714285714	0.75	2714.5	2549.5	3142	22	7	10	0.863636363636364	0.714285714285714	0.7	2629	4062	2927	2013-01-12	3.29089664613279	"Low"
"852"	"cayetano"	"2016-04-28"	"Espanol_Grupo2_imp"	41	35	0.8	2132	2357	0.833333333333333	0.764705882352941	2160	2150	0.571428571428571	0	13	12	10	0.846153846153846	0.916666666666667	0.6	2012	2185	2409	20	5	10	0.9	0.8	0.6	2047	3733.5	2164	2012-12-07	3.38945927446954	"Low"
"853"	"cayetano"	"2016-04-28"	"Espanol_Grupo2_imp"	41	40	0.725	2297	3021	0.7	0.75	2406.5	2372	0.275	1	14	13	13	0.642857142857143	0.769230769230769	0.769230769230769	2257	3072.5	2206	22	7	11	0.681818181818182	0.714285714285714	0.818181818181818	2218	3909	2297	2012-09-02	3.65229295003422	"Low"
"854"	"cayetano"	"2016-04-28"	"Espanol_Grupo2_imp"	41	36	0.555555555555556	2442.5	3050.5	0.555555555555556	0.555555555555556	2673.5	2348	0.333333333333333	1	11	12	13	0.545454545454545	0.583333333333333	0.538461538461538	2529	1885	2592	21	7	8	0.714285714285714	0.571428571428571	0.125	2427	2275.5	2458	2012-11-23	3.42778918548939	"Low"
"855"	"cayetano"	"2016-04-28"	"Espanol_Grupo2_imp"	41	41	0.51219512195122	2282	2316.5	0.428571428571429	0.6	2261	2349.5	0.682926829268293	1	14	14	13	0.571428571428571	0.428571428571429	0.538461538461538	2331	2173	2364	22	8	11	0.363636363636364	0.625	0.727272727272727	2271.5	2364	2274.5	2013-02-19	3.18685831622177	"Low"
"856"	"cayetano"	"2016-04-28"	"Espanol_Grupo2_imp"	41	41	0.829268292682927	2044	2384	0.80952380952381	0.85	2188	2103	0.463414634146341	0	14	14	13	0.928571428571429	0.857142857142857	0.692307692307692	2021	2269.5	2014	22	8	11	0.863636363636364	0.75	0.818181818181818	2014	2376.5	2335	2012-12-04	3.39767282683094	"Low"
